,title,worktype,skill,url,formatted_address,country,latlng
411,Techniker Desktop Level 2,Full-Time,"['Server (Installation Und Wartung)', 'Local Area Networks', 'Unified Communications', 'Microsoft Web Matrix', 'Netzwerke (��Berwachung)', 'Telekommunikation']",https://www.oilandgasjobsearch.com/job/J3M5FF68R1YV1X4P48W?ipath=CRJR412,"Brunswick, Germany",Germany,"{'lat': 52.2688736, 'lng': 10.5267696}"
412,Head of Product & Engineering (Maritime),Full-Time,"['Product Marketing', 'Marketing', 'Management', 'Operations', 'Product Management', 'Sales']",https://www.oilandgasjobsearch.com/job/J3W65J701MM0R1MJ6S6?ipath=CRJR413,"Westminster, London, UK",UK,"{'lat': 51.4974948, 'lng': -0.1356583}"
413,Business Development / Business Developer Engineer,Full-Time,"['Databases', 'Python (Programming Language)', 'Communication', 'Business Intelligence', 'Power Bi', 'Decision Making']",https://www.oilandgasjobsearch.com/job/J3W38S6RL9X4TNRYV8Q?ipath=CRJR414,"725 Sukhumvit Rd, Khwaeng Khlong Tan Nuea, Khet Watthana, Krung Thep Maha Nakhon 10110, Thailand",Thailand,"{'lat': 13.7295763, 'lng': 100.5712801}"
414,Business Development / Business Developer Engineer,Full-Time,"['Databases', 'Python (Programming Language)', 'Communication', 'Business Intelligence', 'Power Bi', 'Decision Making']",https://www.oilandgasjobsearch.com/job/J3W2D86X8G7GK1TLDQ7?ipath=CRJR415,"725 Sukhumvit Rd, Khwaeng Khlong Tan Nuea, Khet Watthana, Krung Thep Maha Nakhon 10110, Thailand",Thailand,"{'lat': 13.7295763, 'lng': 100.5712801}"
415,Drilling Fluid Consultant,Contractor,"['Phase (Waves)', 'Reports', 'Operations', 'Technical Analysis', 'Drilling Fluid']",https://www.oilandgasjobsearch.com/job/J3V88666V8RBXVKWPGQ?ipath=CRJR416,Abu Dhabi - United Arab Emirates,UAE,"{'lat': 24.453884, 'lng': 54.3773438}"
416,Power System Protection Software (Technical PM),Full-Time,"['Proposal Writing', 'Marketing', 'Technical Information', 'Customer Experience', 'Proposal (Business)', 'Software Features']",https://www.oilandgasjobsearch.com/job/J3V7GG76GM7P4HX6027?ipath=CRJR417,"Illinois, USA",USA,"{'lat': 40.6331249, 'lng': -89.3985283}"
417,Technician技术员,Full-Time,"['Forklift Truck', 'Production Line', 'Lifting', 'Palletizing', 'Unloading', 'Material Handling']",https://www.oilandgasjobsearch.com/job/J3V4V56JNWS5LN5RGZ2?ipath=CRJR418,"989 112th Ave NE #205, Bellevue, WA 98004, USA",USA,"{'lat': 47.6191787, 'lng': -122.1916619}"
418,Electrical Grid Manager,Contractor,"['Forklift Truck', 'Rigging (Sailing Ship)', 'Personal Protective Equipment', 'Oil And Gas', 'Lifting', 'Cleaning']",https://www.oilandgasjobsearch.com/job/J3V4R376W0QLK84ZQFM?ipath=CRJR419,"Stockholm, Sweden",Sweden,"{'lat': 59.32932349999999, 'lng': 18.0685808}"
419,E&I Inspector,Contractor,"['Software Quality Assurance (Sqa)', 'Safety Assurance', 'Product Quality Assurance', 'Software Quality Control', 'Testing', 'Engineering']",https://www.oilandgasjobsearch.com/job/J3V4H76NNGCKHBLRH9J?ipath=CRJR420,"Beijing, China",China,"{'lat': 39.90419989999999, 'lng': 116.4073963}"
420,System Protection Project Engineer / Manager,Full-Time,"['C++ (Programming Language)', 'Sales', 'Java (Programming Language)', 'Marketing', 'Proposal Writing', 'C Sharp (Programming Language)']",https://www.oilandgasjobsearch.com/job/J3V3266HPT8CVNDHDC8?ipath=CRJR421,"Texas, USA",USA,"{'lat': 31.9685988, 'lng': -99.9018131}"
421,Drilling Fluid Consultant,Contractor,"['Phase (Waves)', 'Reports', 'Operations', 'Technical Analysis', 'Drilling Fluid']",https://www.oilandgasjobsearch.com/job/J3V1HV5ZCD78L45TGV3?ipath=CRJR422,Abu Dhabi - United Arab Emirates,UAE,"{'lat': 24.453884, 'lng': 54.3773438}"
422,Data & Analytics Application Developer,Full-Time,"['Windows Communication Foundation', 'C Sharp (Programming Language)', 'Entity Framework', 'Ado.Net (Programming Language)', 'Big Data', 'U Sql']",https://www.oilandgasjobsearch.com/job/J3V2NX73C5H7LTPWJ8Q?ipath=CRJR423,"Houston, TX, USA",USA,"{'lat': 29.7604267, 'lng': -95.3698028}"
423,Sr. Estimator - Bay Area,Full-Time,"['Extroverted', 'Hypercompact Stellar Systems (Astrophysics)']",https://www.oilandgasjobsearch.com/job/J3T5W36YTHS8DH71XQS?ipath=CRJR424,"San Rafael, CA, USA",USA,"{'lat': 37.9735346, 'lng': -122.5310874}"
424,QA/QC Engineer,Contractor,"['Test Automation', 'Software Testing', 'Software Quality Control', 'Selenium', 'Performance Testing', 'Hp Quicktest Professional']",https://www.oilandgasjobsearch.com/job/J3T4SG71NY29QWGTNS3?ipath=CRJR425,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Malaysia,"{'lat': 3.139003, 'lng': 101.686855}"
425,Proposal Manager,Full-Time,"['Technical Sales', 'Business Development', 'Sales Engineering', 'Market Research', 'Selling Techniques', 'Mechanical Engineering']",https://www.oilandgasjobsearch.com/job/J3T06569HWSXL4D4XPV?ipath=CRJR426,"Taipei, Taiwan",Taiwan,"{'lat': 25.0329694, 'lng': 121.5654177}"
426,General Operations Manager(O&M),Full-Time,"['Strategic Business Unit', 'Management']",https://www.oilandgasjobsearch.com/job/J3S87D6YZMD5WP1PWJW?ipath=CRJR427,"Taipei, Taiwan",Taiwan,"{'lat': 25.0329694, 'lng': 121.5654177}"
427,E&I Inspector,Contractor,"['Software Quality Assurance (Sqa)', 'Safety Assurance', 'Product Quality Assurance', 'Software Quality Control', 'Testing', 'Engineering']",https://www.oilandgasjobsearch.com/job/J3S5N36JSFC7HPWX13Z?ipath=CRJR428,"Beijing, China",China,"{'lat': 39.90419989999999, 'lng': 116.4073963}"
428,General Operations Manager(O&M),Full-Time,"['Strategic Business Unit', 'Management']",https://www.oilandgasjobsearch.com/job/J3S22K6BMFPKF3ZYY47?ipath=CRJR429,"Taipei, Taiwan",Taiwan,"{'lat': 25.0329694, 'lng': 121.5654177}"
429,Senior Project Developer,Contractor,"['Reports', 'Due Diligence', 'Planning Permission', 'Project Management', 'Land Tenure']",https://www.oilandgasjobsearch.com/job/J3S0LQ79TT81KL7182P?ipath=CRJR430,"Amsterdam, Netherlands",Netherlands,"{'lat': 52.3675734, 'lng': 4.9041389}"
430,FP&A - Lead Consultant,Full-Time,"['Financial Analysis', 'Revenues', 'Financial Modeling', 'Budgeting', 'Forecasting', 'Finance']",https://www.oilandgasjobsearch.com/job/J3R6PL6W7MMMWSXYXK8?ipath=CRJR431,"New York, NY, USA",USA,"{'lat': 40.7127753, 'lng': -74.0059728}"
431,IT Security and Physical Facility Security Officer - FSO,Full-Time,"['Management', 'Operations', 'Construction', 'Subcontracting', 'Information Security']",https://www.oilandgasjobsearch.com/job/J3R60H62031FM0GLN3Q?ipath=CRJR432,"Idaho Falls, ID, USA",USA,"{'lat': 43.49266069999999, 'lng': -112.0407584}"
432,Electrical Grid Manager,Contractor,"['Forklift Truck', 'Rigging (Sailing Ship)', 'Personal Protective Equipment', 'Oil And Gas', 'Lifting', 'Cleaning']",https://www.oilandgasjobsearch.com/job/J3R2LM6V3BYMN833RNS?ipath=CRJR433,"Stockholm, Sweden",Sweden,"{'lat': 59.32932349999999, 'lng': 18.0685808}"
433,BoP Civil Site Manager,Contractor,"['Dutch Language', 'Consulting', 'English Language', 'Construction', 'Subcontracting', 'Wind Farming']",https://www.oilandgasjobsearch.com/job/J3Q5XX6Q07KQR21JSVL?ipath=CRJR434,"Maastricht, Netherlands",Netherlands,"{'lat': 50.8513682, 'lng': 5.6909725}"
434,Electrician / Dining Facility (DFAC) Maintenance Technician,Full-Time,"['Refrigerant', 'Hvac', 'Preventive Maintenance', 'Planned Maintenance', 'Oil And Gas', 'Construction']",https://www.oilandgasjobsearch.com/job/J3Q2QM6SCHLPCQ12SDZ?ipath=CRJR435,"Englewood, CO, USA",USA,"{'lat': 39.6477653, 'lng': -104.9877597}"
435,Proposal Manager,Full-Time,"['Technical Sales', 'Business Development', 'Sales Engineering', 'Market Research', 'Selling Techniques', 'Mechanical Engineering']",https://www.oilandgasjobsearch.com/job/J3Q1XF6MS5QC2B8RRJ4?ipath=CRJR436,"Taipei, Taiwan",Taiwan,"{'lat': 25.0329694, 'lng': 121.5654177}"
436,气缸装配工,Full-Time,"['Engineering', 'Manufacturing', 'Pharmaceuticals', 'Life Sciences', 'Biotechnology', 'Technical Services']",https://www.oilandgasjobsearch.com/job/J3Q27J66ZYSP0NX1Q9J?ipath=CRJR437,"989 112th Ave NE #205, Bellevue, WA 98004, USA",USA,"{'lat': 47.6191787, 'lng': -122.1916619}"
438,Proposal Manager,Full-Time,"['Technical Sales', 'Business Development', 'Sales Engineering', 'Market Research', 'Selling Techniques', 'Mechanical Engineering']",https://www.oilandgasjobsearch.com/job/J3Q18D6WWC3C2QKB66K?ipath=CRJR439,"Taipei, Taiwan",Taiwan,"{'lat': 25.0329694, 'lng': 121.5654177}"
439,"Technical Manager, LV & MV Products",Full-Time,"['New Product Development', 'Positioning', 'Marketing Strategies', 'Engineering', 'Technical Documentation', 'Marketing']",https://www.oilandgasjobsearch.com/job/J3P8G966WZLZHLVHLBW?ipath=CRJR440,"North Bergen, NJ, USA",USA,"{'lat': 40.8042674, 'lng': -74.012084}"
440,Projektleiter - Versorgungstechnik,Full-Time,"['Dokumentation (Prozessindustrie)', 'Leitung (Multimedia Entwicklungsprogramm)', 'Planung (Ausbildung)', 'Internet', 'Externe Firewall', 'Auto Cad']",https://www.oilandgasjobsearch.com/job/J3Q231613B257LHHCWQ?ipath=CRJR441,"Hanover, Germany",Germany,"{'lat': 52.3758916, 'lng': 9.732010400000002}"
441,Projektleiter - Elektrotechnik,Full-Time,"['Dokumentation (Prozessindustrie)', 'Maschinenbau', 'Internet', 'Building Information Modeling', 'Externe Firewall', 'Solare Wasser Heizung']",https://www.oilandgasjobsearch.com/job/J3P3BH5ZFZNCVX6MF4P?ipath=CRJR442,"Hanover, Germany",Germany,"{'lat': 52.3758916, 'lng': 9.732010400000002}"
442,Sachbearbeiter Entgeltabrechnung,Full-Time,"['Erwachsenenbildung', 'Zusammenarbeit', 'Auswertung (Informatik)', 'R (Programming Language)', 'Berufsausbildung Mit Abitur', 'Workflows']",https://www.oilandgasjobsearch.com/job/J3N3906GRCPRNHH3J4S?ipath=CRJR443,"Karlsruhe, Germany",Germany,"{'lat': 49.0068901, 'lng': 8.4036527}"
443,Invoice Processing Coordinator,Full-Time,"['Microsoft Access', 'Microsoft Outlook', 'Proposal (Business)', 'Timelines', 'Microsoft Excel', 'Presentations']",https://www.oilandgasjobsearch.com/job/J3M88M6PBYPQSVND6FC?ipath=CRJR444,"Westbury, NY, USA",USA,"{'lat': 40.7556561, 'lng': -73.5876273}"
444,Commercial Claims Analyst - Transit / Rail,Full-Time,"['Architectural Design', 'Engineering Design Process', 'Engineering', 'Passionate', 'Multitasking', 'Curiosity']",https://www.oilandgasjobsearch.com/job/J3W81G6L2FYB4NHL99M?ipath=CRJR445,"Toronto, ON, Canada",Canada,"{'lat': 43.653226, 'lng': -79.3831843}"
445,Senior Resident Engineer (Design and Certification),Full-Time,"['Administration', 'Team Working', 'Coordinating', 'Maintenance', 'Auto Cad', 'Engineering']",https://www.oilandgasjobsearch.com/job/J3W7T875FWS1T9S14MB?ipath=CRJR446,"Innishannon Rd, Cork, Ireland",Ireland,"{'lat': 51.907538, 'lng': -8.485671}"
446,Technical Studentships - General or Civil Engineering,Contractor,"['Civil Engineering', 'Surveying', 'English Language', 'French Languages', 'Geotechnical Engineering']",https://www.oilandgasjobsearch.com/job/J3W89S6N7WS5VY08ZR7?ipath=CRJR447,"Geneva, Switzerland",Switzerland,"{'lat': 46.2043907, 'lng': 6.1431577}"
447,Field Survey Technician- Instrument Person,Full-Time,"['Microsoft Excel', 'Microsoft Access', 'Microsoft Outlook', 'Microsoft Windows']",https://www.oilandgasjobsearch.com/job/J3W7Z26LQTGVV2QBX0W?ipath=CRJR448,"Fort Worth, TX, USA",USA,"{'lat': 32.7554883, 'lng': -97.3307658}"
448,Steam Maintenance Mechanic,Full-Time,"['Valves (Piping)', 'Boilers', 'Oil And Gas', 'Maintenance', 'Management', 'Machinery']",https://www.oilandgasjobsearch.com/job/J3W7SV6N4SCVCP3JZKH?ipath=CRJR449,"Silverdale, WA, USA",USA,"{'lat': 47.6445386, 'lng': -122.6948697}"
449,Principal Nuclear Site Licencing Consultant,Full-Time,"['Quality Management', 'Quality Assurance', 'Management Systems', 'Control Systems']",https://www.oilandgasjobsearch.com/job/J3W71P6Q10C4CM0VHX8?ipath=CRJR450,"17 Pittville St, Cheltenham GL52 2LN, UK",UK,"{'lat': 51.9011471, 'lng': -2.0736429}"
450,Electrical Engineer-Energy & Power,Full-Time,"['Electrical Engineering', 'Professional Engineer', 'Physical Education (Pe)', 'Computer Aided Design', 'Autodesk Revit', 'Engineering']",https://www.oilandgasjobsearch.com/job/J3W7CK6HQB7MYV7QY2D?ipath=CRJR451,"Austin, TX, USA",USA,"{'lat': 30.267153, 'lng': -97.7430608}"
451,Archaeologist,Full-Time,"['Coordinating', 'Self Motivation', 'Attention To Detail', 'Reports', 'Verbal Communication', 'Written Communication']",https://www.oilandgasjobsearch.com/job/J3W69L62X8G8GP2PJYN?ipath=CRJR452,"Spokane, WA, USA",USA,"{'lat': 47.6587802, 'lng': -117.4260465}"
452,Electrical Engineer (Engineer IV),Full-Time,"['Scheduling', 'Communications Systems', 'Motor Control', 'Microsoft Access', 'Emergency Handling', 'Fire Alarm Systems']",https://www.oilandgasjobsearch.com/job/J3W3606MRWPXBJGCS3J?ipath=CRJR453,"Las Cruces, NM, USA",USA,"{'lat': 32.3199396, 'lng': -106.7636538}"
453,Electrical Engineer (Engineer III),Full-Time,"['Communications Systems', 'Motor Control', 'Emergency Handling', 'Scheduling', 'Microsoft Access', 'Fire Alarm Systems']",https://www.oilandgasjobsearch.com/job/J3W1CQ6BRMRDGLMG9NQ?ipath=CRJR454,"Las Cruces, NM, USA",USA,"{'lat': 32.3199396, 'lng': -106.7636538}"
454,Safety Case Engineer,Full-Time,"['Attention To Detail', 'Self Motivation', 'Engineering', 'Extroverted', 'Social Skills', 'Operations']",https://www.oilandgasjobsearch.com/job/J3W11K6DYY6NST35Z0Y?ipath=CRJR455,"Dorchester, UK",UK,"{'lat': 50.7111639, 'lng': -2.441181}"
455,Electrical Engineer II,Full-Time,"['Scheduling', 'Testing', 'Operations', 'Engineering', 'Voltage', 'Systems Development Life Cycle']",https://www.oilandgasjobsearch.com/job/J3W03F6RZ3SBXNJJ3Z8?ipath=CRJR456,"Wilson, FL, USA",USA,"{'lat': 28.6433283, 'lng': -80.69643959999999}"
456,Track Design Engineer - Rail,Full-Time,['Aviation'],https://www.oilandgasjobsearch.com/job/J3V79W6GYR8M9DHPMF7?ipath=CRJR457,"Clifford House, Skeldergate, York YO1 9RA, UK",UK,"{'lat': 53.9545798, 'lng': -1.0829645}"
457,Product Engineer,Full-Time,"['Maintenance', 'Installations (Computer Systems)', 'Troubleshooting (Problem Solving)', 'Software Development', 'Testing', 'Complex Problem Solving']",https://www.oilandgasjobsearch.com/job/J3V76J5XY1Q9LJ9KVM3?ipath=CRJR458,"Baton Rouge, LA, USA",USA,"{'lat': 30.4514677, 'lng': -91.18714659999999}"
458,Lead CS&A Engineer,Full-Time,"['Engineering Design Process', 'Quality Strategy', 'Engineering', 'Functional Design', 'Structural Analysis', 'Functional Requirement']",https://www.oilandgasjobsearch.com/job/J3V5T06FRB0PM747T8S?ipath=CRJR459,"Warrington, UK",UK,"{'lat': 53.3900441, 'lng': -2.5969501}"
459,Technical Studentships Material and Surface Science,Contractor,"['English Language', 'French Languages', 'Radiochemistry']",https://www.oilandgasjobsearch.com/job/J3V6GW6SLTYYYKBXDDQ?ipath=CRJR460,"Geneva, Switzerland",Switzerland,"{'lat': 46.2043907, 'lng': 6.1431577}"
460,Machine Design Engineer,Full-Time,"['Composite Materials', 'Machinery Design', 'Forming', 'Welding', 'Aerodynamics', 'Fabrication']",https://www.oilandgasjobsearch.com/job/J3V4446W490WRW9X2P5?ipath=CRJR461,"Tullahoma, TN, USA",USA,"{'lat': 35.3620235, 'lng': -86.20943419999999}"
461,Controls Engineer,Full-Time,"['Computer Control Systems', 'Ladder Logic', 'Data Acquisition', 'Programmable Logic Controllers', 'Human Computer Interaction', 'Proportional Integral Derivative (Closed Loop Control)']",https://www.oilandgasjobsearch.com/job/J3V4KK71HZY7FW19VDS?ipath=CRJR462,"Tullahoma, TN, USA",USA,"{'lat': 35.3620235, 'lng': -86.20943419999999}"
462,"Mechanic, HVAC",Full-Time,"['Water Filters', 'Thermostat', 'Control Systems', 'Pumps', 'Motors', 'Valves (Piping)']",https://www.oilandgasjobsearch.com/job/J3V3SN60M2JB8KSH76Q?ipath=CRJR463,"Silverdale, WA, USA",USA,"{'lat': 47.6445386, 'lng': -122.6948697}"
463,Senior Control System Engineer,Full-Time,"['Data Acquisition', 'Programmable Logic Controllers', 'Servomechanism', 'Motion Controls', 'Computer Control Systems', 'Scheduling']",https://www.oilandgasjobsearch.com/job/J3V2Q35W44HKSL0X0YH?ipath=CRJR464,"Bingham Farms, MI 48025, USA",USA,"{'lat': 42.5158012, 'lng': -83.2736647}"
464,Tower Technician 2,Full-Time,"['Rigging (Sailing Ship)', 'Telecommunications', 'First Aid', 'Occupational Health And Safety Administration (Osha)']",https://www.oilandgasjobsearch.com/job/J3V2KH5WYXQ62LM5PP4?ipath=CRJR465,"Hanover, MD 21076, USA",USA,"{'lat': 39.19550419999999, 'lng': -76.7228227}"
465,Senior Electrical/Security Engineer,Full-Time,"['Engineering', 'Commissioning', 'Electrical Engineering', 'Electrical Substation', 'Power Flow Studies', 'Conceptual Design']",https://www.oilandgasjobsearch.com/job/J3V23V63K38RLZN7F52?ipath=CRJR466,"Oak Ridge, TN, USA",USA,"{'lat': 36.0103561, 'lng': -84.26964490000002}"
466,Archaeologist,Full-Time,"['Coordinating', 'Self Motivation', 'Attention To Detail', 'Reports', 'Verbal Communication', 'Written Communication']",https://www.oilandgasjobsearch.com/job/J3V03H6J46TMQ5DZ70X?ipath=CRJR467,"Portland, OR, USA",USA,"{'lat': 45.5051064, 'lng': -122.6750261}"
467,Construction Project Engineer,Full-Time,"['Construction Management', 'Professional Engineer', 'Team Building', 'Construction', 'Physical Education (Pe)', 'Scheduling']",https://www.oilandgasjobsearch.com/job/J3V2206KXF2NKB5WLGY?ipath=CRJR468,"Auburn, NY 13021, USA",USA,"{'lat': 42.9317335, 'lng': -76.5660529}"
468,Nuclear Safety Case Manager,Full-Time,"['Attention To Detail', 'Self Motivation', 'Safety Principles', 'Engineering', 'Scheduling', 'Extroverted']",https://www.oilandgasjobsearch.com/job/J3T7WJ6S2K6K57P1RGC?ipath=CRJR469,"17 Pittville St, Cheltenham GL52 2LN, UK",UK,"{'lat': 51.9011471, 'lng': -2.0736429}"
469,Senior Process Engineer/Coordinator CHE/O&G,Full-Time,['Process Engineering'],https://www.oilandgasjobsearch.com/job/J3T7LC6KP3F12YSQ8DP?ipath=CRJR470,"20093 Cologno Monzese, Metropolitan City of Milan, Italy",Italy,"{'lat': 45.528603, 'lng': 9.2787075}"
470,HVAC Maintenance and Reliability Engineer,Full-Time,"['Predictive Maintenance', 'Oil Analysis', 'Pumps', 'Maintenance', 'Valves (Piping)', 'Vibrations']",https://www.oilandgasjobsearch.com/job/J3T7VN78RCNQLHXGLRZ?ipath=CRJR471,"Tullahoma, TN, USA",USA,"{'lat': 35.3620235, 'lng': -86.20943419999999}"
471,Electronic Security Inspector,Full-Time,"['Construction', 'Construction Management', 'Professional Engineer', 'Team Building', 'Physical Education (Pe)', 'Renovation']",https://www.oilandgasjobsearch.com/job/J3T7QQ6M3B5H0KLFJ1X?ipath=CRJR472,"Yonkers, NY, USA",USA,"{'lat': 40.9312099, 'lng': -73.89874689999999}"
472,Engineer In Charge,Full-Time,"['Construction Management', 'Submittals (Construction)', 'Team Building', 'Professional Engineer', 'Construction', 'Scheduling']",https://www.oilandgasjobsearch.com/job/J3T74N6CM1Q3L7SL153?ipath=CRJR473,"Buffalo, NY, USA",USA,"{'lat': 42.88644679999999, 'lng': -78.8783689}"
473,Project Construction Manager - Substation,Contractor,"['Engineering', 'French Languages']",https://www.oilandgasjobsearch.com/job/J3T62P6TYHGT4MRT8FD?ipath=CRJR474,"Westminster, London, UK",UK,"{'lat': 51.4974948, 'lng': -0.1356583}"
474,Resident Civil Engineer,Full-Time,"['Construction', 'Constructability', 'Building Codes', 'Learning']",https://www.oilandgasjobsearch.com/job/J3T34D6KXP7Q082MDFX?ipath=CRJR475,"Idaho Falls, ID, USA",USA,"{'lat': 43.49266069999999, 'lng': -112.0407584}"
475,Construction Superintendent,Full-Time,"['Construction Management', 'Professional Engineer', 'Team Building', 'Construction', 'Scheduling', 'Physical Education (Pe)']",https://www.oilandgasjobsearch.com/job/J3T3ZM74MLYSL4492X0?ipath=CRJR476,"Coxsackie, NY, USA",USA,"{'lat': 42.3509179, 'lng': -73.8029028}"
476,HVAC Technician,Full-Time,"['Water Filters', 'Thermostat', 'Control Systems', 'Pumps', 'Motors', 'Valves (Piping)']",https://www.oilandgasjobsearch.com/job/J3T04970WN8C39YHCG0?ipath=CRJR477,"Silverdale, WA, USA",USA,"{'lat': 47.6445386, 'lng': -122.6948697}"
