,title,employer,location,worktype,skill
964,Sr. Electrical & Automation Engineer,OILANDGAS,"Pune, Maharashtra",Full-Time,"['Automation', 'Testing', 'Verification', 'Computer Control Systems', 'Programmable Logic Controllers', 'Profibus']"
965,Senior Engineer – Firmware Marine,OILANDGAS,"Pune, Maharashtra",Full-Time,"['Information Security', 'Verification', 'Testing', 'Debugging', 'Systems Design', 'Firmware']"
966,Lead Electrical Commissioning Engineer,Spencer Ogden - Singapore,Beijing,Contractor,"['Checklists', 'Oil And Gas', 'Oil Painting', 'Leadership', 'Floating Production Storage And Offloading', 'Testing']"
967,WELDING PIPING QC INSPECTOR,Spencer Ogden - Singapore,"Qingdao, Shandong",Contractor,"['Weld Quality Assurance', 'Radiography', 'Nondestructive Testing', 'Installations (Manual/Mechanical)', 'Construction', 'Petrochemical']"
968,Integrated Solution Application Engineer,OILANDGAS,"Chartres, Centre-Val de Loire",Full-Time,"['Commerce', 'Ventes', 'Client De Messagerie', 'Mécanique', ""Fournisseur D'accès À Internet"", 'Culture (Agriculture)']"
969,Customer Service Executive (FLMC),OILANDGAS,"Ang Mo Kio New Town, Singapore",Full-Time,"['Self Motivation', 'Multitasking', 'Scheduling', 'Team Working', 'Customer Service', 'Sales']"
970,Network Design Engineer – Data Center Switching,OILANDGAS,"St. Louis, Missouri",Full-Time,"['Data Center Networking', 'Information Security', 'Network Security', 'Network Routing', 'Wide Area Networks', 'Amazon Web Services']"
971,Machine Set-Up,OILANDGAS,"Orange, Virginia",Full-Time,"['Scheduling', 'Operations', 'Manufacturing', 'Operations Management', 'Training', 'Authorization (Computing)']"
972,Engineer II - Embedded Development,OILANDGAS,"Pune, Maharashtra",Full-Time,"['Integrated Circuits', 'Cortex M', 'Real Time Operating Systems', 'Cortex A', 'Zigbee', 'Universal Asynchronous Receiver/Transmitter']"
973,Electronic Test Technician,OILANDGAS,"Pittsburgh, Pennsylvania",Full-Time,"['Authorization (Medical)', 'Authorization (Computing)', 'Printed Circuit Board', 'Visas', 'Computer Literacy', 'General Knowledge']"
974,Tool & Die Maker,OILANDGAS,"Stephenville, Texas",Full-Time,"['Tooling', 'Injection Molding', 'Metal Heat Treatments', 'Electrical Discharge Machining', 'Computer Numerical Control (Cnc)', 'Metal Lathes']"
975,Chef de projet énergies renouvelables,OILANDGAS,"Quimper, Bretagne",Full-Time,"['Projet (Chaudière)', 'Gestion', 'Gestion Des Dossiers', 'Autosuffisance', 'Suivi (Commercial Airline Flight)', 'Apprentissage Expérientiel']"
976,Électricien Câbleur Atelier F/H,OILANDGAS,"Concarneau, Bretagne",Full-Time,"['Construction Navale', 'Délibération', 'Personne Qualifiée', 'Bac', 'Formation', 'Hétérosis']"
977,Chef de projet confirmé F/H,OILANDGAS,Auvergne-Rhône-Alpes-France,Full-Time,"['Anglais', 'Garant', 'Projet (Chaudière)', 'Animation', 'Formation', 'Business Unit Stratégique']"
978,MES Senior Engineer,OILANDGAS,"Austin, Texas",Full-Time,"['User Requirements Documents', 'Requirements Elicitation', 'Functional Requirement', 'Scheduling', 'Business Process', 'Systems Integration']"
979,Senior Engineer Embedded Firmware Developer,OILANDGAS,"Pune, Maharashtra",Full-Time,"['Debugging', 'Matlab', 'Vhsic Hardware Description Language (Vhdl)', 'Profibus', 'Real Time Operating Systems', 'Verification']"
980,Financial Operations Accountant - Americas,OILANDGAS,"Danbury, Connecticut",Full-Time,"['Financial Statements', 'Finance', 'Internal Controls', 'Analysis Of Variance', 'Accounting', 'Budgeting']"
981,IT Service Delivery Specialist,OILANDGAS,"Cernay, Alsace",Full-Time,"['Information Technology Management', 'Logiciels', 'Active Directory', 'Microsoft Access', 'Waypoint', 'Lan (Analyse De Vulnérabilité)']"
982,MES Technical Consultant,OILANDGAS,"Austin, Texas",Full-Time,"['Requirements Elicitation', 'User Requirements Documents', 'Functional Requirement', 'Business Process', 'Systems Integration', 'Documentation']"
983,Sr. Software Engineer - Tools,OILANDGAS,"Kennesaw, Georgia",Full-Time,"['Computer Science', 'Scrum (Software Development)', 'Agile Software Development', 'C Sharp (Programming Language)', '.Net Framework', 'C (Programming Language)']"
984,Field Controls Engineer,OILANDGAS,"Tinley Park, Illinois",Full-Time,"['Installations (Computer Systems)', 'Circuit Switches', 'Computer Control Systems', 'Maintenance', 'Authorization (Computing)']"
985,Electricien,OILANDGAS,Wallonia-Belgium,Full-Time,"['Géographie De La Russie', 'Électricité', 'Matériels', ""Diplôme D'Études Approfondies"", 'Apprentissage Expérientiel', 'Installation']"
986,Consumer Content and Engagement Specialist,OILANDGAS,"Mt Pleasant, Wisconsin",Full-Time,"['Decision Making', 'Interpersonal Skills', 'Content Creation', 'Content Development', 'Creativity', 'User Experience']"
987,Collections Associate (Trainee),OILANDGAS,"Quezon City, Metropolitan Manila",Full-Time,"['Finance', 'Banking', 'Financial Services', 'Accounting', 'Accounts Receivable', 'Accounts Payable']"
988,Sales Engineer-Nanjing,OILANDGAS,"Nanjing, Jiangsu",Full-Time,"['Market Share', 'Marketing Strategies', 'Market Development', 'Interpersonal Skills', 'Onboarding', 'Training']"
989,Project Manager,OILANDGAS,"Valle de San Juan, Puerto Rico",Full-Time,"['Scheduling', 'Change Control', 'Forecasting', 'Project Planning', 'Customer Relationship Management', 'Contract Negotiation']"
990,Control Systems Engineer,OILANDGAS,"Basel, Basel-Stadt",Full-Time,"['Engineering', 'German Language', 'English Language', 'French Languages', 'Leadership', 'Creativity']"
991,Inside Sales Engineer with French,OILANDGAS,"Cluj-Napoca, Cluj",Full-Time,"['Customer Interaction Management', 'French Languages', 'English Language', 'Customer Service', 'Positive Attitude', 'Sales Engineering']"
992,Engineering Project Manager,OILANDGAS,"Leeds, West Yorkshire",Full-Time,"['Management', 'Creativity']"
993,Service Engineer Process Systems & Solutions,OILANDGAS,"Basel, Basel-Stadt",Full-Time,"['Leadership', 'German Language', 'English Language', 'French Languages', 'Scheduling', 'Management']"
994,"Associate, Growth & Commercial Development",OILANDGAS,"Richmond Hill, York, Ontario",Full-Time,"['Leadership', 'Self Motivation', 'Success Driven', 'Creativity', 'Geography', 'Mathematics']"
995,MES Integration Consultant,OILANDGAS,"Austin, Texas",Full-Time,"['Integration', 'Systems Integration', 'User Requirements Documents', 'Functional Specification', 'Documentation', 'Requirements Elicitation']"
996,Process Quality Engineer,OILANDGAS,"Lodz, Lodz Province",Full-Time,"['Mechanika', 'Mechanika (Nauczanie)', 'Język Angielski (Nauczanie)', 'Fmea (Analiza Przyczyn I Skutków Wad )', 'Elektromechanika (Inżynieria)', 'Wykształcenie Wyższe (Doradztwo)']"
997,"Senior Manager, Training & Development",OILANDGAS,"Quezon City, Metropolitan Manila",Full-Time,"['Training And Development', 'Self Motivation', 'Organization Development', 'Leadership', 'Leadership Development', 'Organizational Communications']"
998,Conducteur travaux F/H,OILANDGAS,Occitanie-France,Full-Time,"['Travaux', 'Brevet De Technicien Supérieur', 'Montage (Film)', 'Génie Civil', 'Concepteur Développeur Informatique', 'Chantier Naval']"
999,Electricien industriel / Installation TGBT - Itinérant France F/,OILANDGAS,"Cesson-Sévigné, Bretagne",Full-Time,"['Brevet De Technicien Supérieur', 'Personne Qualifiée', 'Électrotechnique', 'Chantier Naval', 'Formation', 'Engagement Des Parties Prenantes']"
1000,Expert automatisme Machines Spéciales Industrie F/H,OILANDGAS,"Cesson-Sévigné, Bretagne",Full-Time,"['Autosuffisance', 'Maintenance', 'Cosmétique', 'Formation', 'Mécatronique', 'Travaux De Bureau']"
1001,STAGE INGENIEUR D'AFFAIRES F/H,OILANDGAS,Nouvelle-Aquitaine-France,Full-Time,"['Chantier Naval', 'Projet (Chaudière)', 'Travaux', 'Gestion', 'Esprit (Logiciel De Sauvegarde)', 'Santé Et Sécurité']"
1002,PCS7 Engineer,Spencer Ogden - UK,"London, Westminster",Contractor,"['Commissioning', 'English Language']"
1003,Engineering Design Project Manager,OILANDGAS,"Oak Ridge, Tennessee",Full-Time,"['Engineering', 'Operations', 'Scheduling', 'Physical Education (Pe)', 'Management', 'Infrastructure']"
1004,Quality Assurance Manager,OILANDGAS,"Bellevue, Washington",Full-Time,"['Asset Management', 'Maintenance', 'Civil Engineering', 'Training']"
1005,AECOM’s Power Team is Growing,OILANDGAS,"Hunter, Victoria",Full-Time,"['Creativity', 'Transmission', 'Infrastructure', 'Scale (Map)', 'Storage (Warehousing)', 'Storage (Computing)']"
1006,Tower Technician 2,OILANDGAS,"Jacksonville, Florida",Full-Time,"['Telecommunications', 'Rigging (Sailing Ship)']"
1007,Warehouse Clerk,OILANDGAS,"Kincardine, Bruce, Ontario",Full-Time,"['Warehousing', 'Distribution (Business)', 'Quality Management', 'Inventory Control', 'Microsoft Access', 'Procurement']"
1008,Développeur foncier EnR,OILANDGAS,"Rennes, Bretagne",Full-Time,"['Formation', 'Culture (Agriculture)', 'Swot', 'Marchandage', 'Commerce', 'Station Électrique']"
1009,Social Safeguards Consultant,OILANDGAS,"Bogota, Columbia",Full-Time,"['French Languages', 'Spanish Language', 'English Language', 'Stakeholder Engagement', 'Management', 'Coaching And Mentoring']"
1010,NDT Validation Consultant,OILANDGAS,"Warrington, Cheshire",Full-Time,"['Ultrasonic Testing', 'Non Destructive Testing (Ndt)']"
1011,Senior substation relay engineer,OILANDGAS,"Austin, Texas",Full-Time,"['Scheduling', 'Product Quality Assurance', 'Leadership', 'Spanish Language', 'Chinese Language', 'English Language']"
1012,Field Technician,OILANDGAS,Suffolk,Full-Time,['Biasing']
1013,Data Coordinator,OILANDGAS,"Dearborn, Michigan",Full-Time,"['Accounting', 'Storage (Warehousing)', 'Microsoft Access', 'Business Administration', 'Attention To Detail', 'Coordinating']"
1014,AECOM’s Power Team is Growing,OILANDGAS,Sydney - AU,Full-Time,"['Creativity', 'Transmission', 'Infrastructure', 'Scale (Map)', 'Storage (Warehousing)', 'Storage (Computing)']"
1015,Software or Electrical Engineer,OILANDGAS,"Gentofte, Skærbæk",Full-Time,"['Energy Production', 'Computer Control Systems', 'Danish Language', 'Complex Problem Solving', 'Information Security', 'Human Machine Interfaces']"
1016,HVAC Application Support Specialist I,OILANDGAS,"Kennesaw, Georgia",Full-Time,"['Computer Control Systems', 'Technical Support', 'Installations (Computer Systems)', 'Technical Documentation', 'Mapping', 'Bacnet']"
1017,Telecom Tower Tech 3 - Tophand,OILANDGAS,"Margate, Florida",Full-Time,"['Occupational Health And Safety Administration (Osha)', 'Cardiopulmonary Resuscitation', 'First Aid', 'Microsoft Excel', 'Microsoft Outlook']"
1018,Chargé(e) de projets EnR,OILANDGAS,"Rennes, Bretagne",Full-Time,"['Formation', 'Projet (Chaudière)', 'Station Électrique', 'Personne Qualifiée', 'Domaine (Microsoft)', 'Apprentissage Expérientiel']"
1019,Senior civil engineer 土木エンジニア（10-20年程度の経験を想定,OILANDGAS,"Tokyo, Tokyo",Full-Time,"['Feasibility Studies', 'Due Diligence', 'Infrastructure', 'Bidding', 'Project Management']"
1020,Senior Product Manager - Distributed Controls,OILANDGAS,"Kennesaw, Georgia",Full-Time,"['Product Management', 'Value Proposition', 'New Business Development', 'Business To Consumer', 'Business Administration', 'Business To Business']"
1021,Tower Technician/Crew Lead,OILANDGAS,"Margate, Florida",Full-Time,"['Installations (Manual/Mechanical)', 'Occupational Health And Safety Administration (Osha)', 'Management']"
1022,Buyer - Offshore Wind,Spencer Ogden - UK,"Paris, Île-de-France",Full-Time,"['Renewable Energy', 'Oil And Gas', 'Oil Painting', 'Cost Controling', 'Fidic Templates', 'Purchasing']"
1023,Technicien de maintenance video intrusion F/H,OILANDGAS,Nouvelle-Aquitaine-France,Full-Time,"['Brevet De Technicien Supérieur', 'Personne Qualifiée', 'Vidéosurveillance', ""Systèmes Informatisés De Gestion De L'entretien"", 'Autosuffisance', 'Électronique']"
1024,Industrial Networks Consultant,OILANDGAS,",",Full-Time,"['Network Planning And Design', 'Network Routing', 'Cisco Certified Network Associate', 'Wide Area Networks', 'Firewall', 'Network Protocols']"
1025,General Maintenance Technician,Competentia,"Prudhoe Bay Oil Field, North Slope Borough, Alaska, Alaska",Contractor,"['Installations (Manual/Mechanical)', 'Preventive Maintenance', 'Emergency Handling', 'Navigation', 'Rigging (Sailing Ship)', 'Valves (Piping)']"
1026,Test and Evaluation Laboratory Technician,OILANDGAS,"Manchester, Greater Manchester",Full-Time,"['Leadership', 'Creativity', 'Performance Appraisal', 'Scheduling', 'Coordinating', 'Communication']"
1027,Automaticien process industriel,OILANDGAS,Normandy-France,Full-Time,"['Formation', 'Ménagère', 'Swot', 'Advanced Micro Devices', 'Base De Connaissances', 'Station Électrique']"
1028,Responsable de chantier éclairage public F/H,OILANDGAS,35577 CESSON SEVIGNE,Full-Time,"['Chantier Naval', 'Travaux', 'Équipements', 'Formation', 'Bep', 'Générateurs Électriques']"
1029,"Painter (Commercial, Industrial, Residential)",Spencer Ogden - USA,"Providence, Rhode Island",Full-Time,"['Painting', 'Presentations', 'Adaptability', 'Hardworking And Dedicated', 'Complex Problem Solving', 'Stress Management']"
1030,Sr. GIS Software Engineer,OILANDGAS,"Atlanta, Georgia",Full-Time,"['Esri Gis (Software)', 'C Sharp (Programming Language)', 'Arc Gis Servers', 'Ado.Net (Programming Language)', 'Windows Presentation Foundation', 'Arc Map']"
1031,Project Engineer,Spencer Ogden - UK,Randstad,Full-Time,"['Computer Security', 'Electronics', 'Electrical Systems', 'Leadership', 'Installations (Manual/Mechanical)', 'Installations (Computer Systems)']"
1032,Emerson Philippines Talent Community,OILANDGAS,"Quezon City, Metropolitan Manila",Full-Time,"['Marketing', 'Scheduling', 'Information Technology', 'Psychology', 'English Language', 'Engineering']"
1033,Process Engineer RPP,OILANDGAS,"Estado de México, Campeche",Full-Time,"['Tooling', 'Attention To Detail', 'Self Motivation', 'Multitasking', 'Positive Attitude', 'Scheduling']"
1034,Power Electronics Software Engineer/Sr,OILANDGAS,"Sidney, Ohio",Full-Time,"['Software Engineering', 'Algorithms', 'Electrical Engineering', 'Engineering', 'Computer Engineering', 'Architecture']"
1035,Business System Item Administrator,OILANDGAS,"Estado de México, Campeche",Full-Time,"['Microsoft Access', 'Reports', 'Data Extraction', 'Data Mining', 'Administration', 'Sync (Unix)']"
1036,Information Security GRC Talent Pool (Pipeline Requisition),OILANDGAS,"Quezon City, Metropolitan Manila",Full-Time,"['Communication', 'Verbal Communication', 'Complex Problem Solving', 'Control Objectives For Information And Related Technology (Cobit)', 'Risk Analysis', 'Analysis']"
1037,Supplier Development Engineer,OILANDGAS,"Nuevo Laredo, Tamaulipas",Full-Time,"['Interpersonal Skills', 'Team Working', 'Coordinating', 'Iso 9000', 'Computer Literacy', 'Negotiation']"
1038,Assembly Technician,OILANDGAS,"Pittsburgh, Pennsylvania",Full-Time,"['Authorization (Medical)', 'Authorization (Computing)', 'Instructions', 'Visas', 'Assembling', 'Computer Literacy']"
1039,Monitoring Service Associate (Pipeline),OILANDGAS,"Quezon City, Metropolitan Manila",Full-Time,"['Hvac', 'Ventilation', 'Interpersonal Skills', 'Communication', 'Adaptability', 'Scheduling']"
1040,Application Sales Engineer (Pipeline Requisition),OILANDGAS,"Quezon City, Metropolitan Manila",Full-Time,"['Sales Territory', 'Selling Techniques', 'Sales', 'Account Management', 'Operations', 'Complex Problem Solving']"
1041,Technicien de maintenance industrielle F/H,OILANDGAS,FEILLENS (proche MACON),Full-Time,"['Électrotechnique', 'Pneumatique', 'Electro Mécanique', 'Maintenance Préventive', 'Hydraulique', 'Maintenance']"
1042,Human Resources Generalist/Senior,OILANDGAS,"Cudahy, Wisconsin",Full-Time,"['Recruitment', 'Onboarding', 'Training', 'Retention Management', 'Employee Engagement', 'Human Resources']"
1043,Site Team Leader,OILANDGAS,",",Full-Time,"['Problem Solving', 'Provide Direction', 'Manufacturing', 'Leadership', 'Decision Making', 'Inventory Control']"
1044,Toolroom Machinist-2nd Shift,OILANDGAS,"Racine, Wisconsin",Full-Time,"['Lathes', 'Tooling', 'Welding', 'Electrical Discharge Machining', 'Heat Treating', 'Toolroom']"
1045,Isolation Valves Outside Sales Engineer,OILANDGAS,"Lugagnano Val d'Arda, Emilia-Romagna",Full-Time,"['English Language', 'Italian (Language)', 'Business Analysis']"
1046,Automated Systems Technician-Level 5 (2nd Shift),OILANDGAS,"Racine, Wisconsin",Full-Time,"['Robotics', 'Programmable Logic Controllers', 'Pneumatics', 'Hydraulics', 'Electronics', 'Mechanics']"
1047,Maintenance Technician,OILANDGAS,"Lexington, Kentucky",Full-Time,"['Mechanics', 'Welding', 'Fitting', 'Analysis', 'Authorization (Computing)']"
1048,General Ledger Specialist (Pipeline Requisition),OILANDGAS,"Quezon City, Metropolitan Manila",Full-Time,"['Fixed Asset', 'Accruals', 'Internal Controls', 'Generally Accepted Accounting Principles', 'Bank Reconciliations', 'Amortization']"
1049,Chargé de missions RH et paie F/H,OILANDGAS,Normandy-France,Full-Time,"['Ressources Humaines', 'Transport', 'Droit Social', 'Gestion Des Dossiers', 'Gestion', 'Outils']"
1050,Data scientist F/H,OILANDGAS,Île-de-France-Region-France,Full-Time,"['Autosuffisance', 'Base De Connaissances', 'Projet (Chaudière)', 'Outils', ""Logiciels D'application"", 'Logiciels']"
1051,Production Execution Systems Specialist,OILANDGAS,"Commerce City, Colorado",Full-Time,"['Information Technology', 'Administration', 'Maintenance', 'Coordinating', 'Complex Problem Solving', 'Scheduling']"
